instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,data_level,hr,month_name,weekday_name,season_label,weather_label
3863,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297,hourly,20.0,June,Tuesday,Panas,Cerah
3864,2011-06-14,2,0,6,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243,hourly,21.0,June,Tuesday,Panas,Cerah
3865,2011-06-14,2,0,6,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188,hourly,22.0,June,Tuesday,Panas,Cerah
3866,2011-06-14,2,0,6,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110,hourly,23.0,June,Tuesday,Panas,Cerah
3867,2011-06-15,2,0,6,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52,hourly,0.0,June,Wednesday,Panas,Cerah
3868,2011-06-15,2,0,6,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14,hourly,1.0,June,Wednesday,Panas,Cerah
3869,2011-06-15,2,0,6,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9,hourly,2.0,June,Wednesday,Panas,Cerah
3870,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1,hourly,3.0,June,Wednesday,Panas,Cerah
3871,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4,hourly,4.0,June,Wednesday,Panas,Cerah
3872,2011-06-15,2,0,6,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21,hourly,5.0,June,Wednesday,Panas,Cerah
3873,2011-06-15,2,0,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121,hourly,6.0,June,Wednesday,Panas,Cerah
3874,2011-06-15,2,0,6,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370,hourly,7.0,June,Wednesday,Panas,Cerah
3875,2011-06-15,2,0,6,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498,hourly,8.0,June,Wednesday,Panas,Cerah
3876,2011-06-15,2,0,6,0,3,1,1,0.6,0.6212,0.49,0.0,22,185,207,hourly,9.0,June,Wednesday,Panas,Cerah
3877,2011-06-15,2,0,6,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,135,hourly,10.0,June,Wednesday,Panas,Cerah
3878,2011-06-15,2,0,6,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,164,hourly,11.0,June,Wednesday,Panas,Cerah
3879,2011-06-15,2,0,6,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211,hourly,12.0,June,Wednesday,Panas,Cerah
3880,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189,hourly,13.0,June,Wednesday,Panas,Cerah
3881,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.0,50,128,178,hourly,14.0,June,Wednesday,Panas,Cerah
3882,2011-06-15,2,0,6,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,164,hourly,15.0,June,Wednesday,Panas,Cerah
3883,2011-06-15,2,0,6,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312,hourly,16.0,June,Wednesday,Panas,Cerah
3884,2011-06-15,2,0,6,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638,hourly,17.0,June,Wednesday,Panas,Cerah
3885,2011-06-15,2,0,6,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,607,hourly,18.0,June,Wednesday,Panas,Cerah
3886,2011-06-15,2,0,6,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,416,hourly,19.0,June,Wednesday,Panas,Cerah
3887,2011-06-15,2,0,6,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,330,hourly,20.0,June,Wednesday,Panas,Cerah
3888,2011-06-15,2,0,6,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257,hourly,21.0,June,Wednesday,Panas,Cerah
3889,2011-06-15,2,0,6,0,3,1,1,0.62,0.6212,0.5,0.1045,31,144,175,hourly,22.0,June,Wednesday,Panas,Cerah
3890,2011-06-15,2,0,6,0,3,1,1,0.62,0.6212,0.53,0.0,17,90,107,hourly,23.0,June,Wednesday,Panas,Cerah
3891,2011-06-16,2,0,6,0,4,1,1,0.6,0.6212,0.56,0.1045,9,38,47,hourly,0.0,June,Thursday,Panas,Cerah
3892,2011-06-16,2,0,6,0,4,1,1,0.58,0.5455,0.6,0.0,4,13,17,hourly,1.0,June,Thursday,Panas,Cerah
3893,2011-06-16,2,0,6,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,5,hourly,2.0,June,Thursday,Panas,Cerah
3894,2011-06-16,2,0,6,0,4,1,2,0.56,0.5303,0.73,0.0896,0,4,4,hourly,3.0,June,Thursday,Panas,Berkabut/Berawan
3895,2011-06-16,2,0,6,0,4,1,2,0.56,0.5303,0.68,0.1045,0,6,6,hourly,4.0,June,Thursday,Panas,Berkabut/Berawan
3896,2011-06-16,2,0,6,0,4,1,1,0.6,0.6061,0.64,0.194,7,18,25,hourly,5.0,June,Thursday,Panas,Cerah
3897,2011-06-16,2,0,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,112,hourly,6.0,June,Thursday,Panas,Hujan/Salju Ringan
3898,2011-06-16,2,0,6,0,4,1,3,0.56,0.5303,0.78,0.1642,16,172,188,hourly,7.0,June,Thursday,Panas,Hujan/Salju Ringan
3899,2011-06-16,2,0,6,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388,hourly,8.0,June,Thursday,Panas,Berkabut/Berawan
3900,2011-06-16,2,0,6,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261,hourly,9.0,June,Thursday,Panas,Berkabut/Berawan
3901,2011-06-16,2,0,6,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,121,hourly,10.0,June,Thursday,Panas,Berkabut/Berawan
3902,2011-06-16,2,0,6,0,4,1,2,0.68,0.6364,0.61,0.2985,33,117,150,hourly,11.0,June,Thursday,Panas,Berkabut/Berawan
3903,2011-06-16,2,0,6,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206,hourly,12.0,June,Thursday,Panas,Cerah
3904,2011-06-16,2,0,6,0,4,1,2,0.72,0.6667,0.54,0.2537,37,114,151,hourly,13.0,June,Thursday,Panas,Berkabut/Berawan
3905,2011-06-16,2,0,6,0,4,1,2,0.72,0.6667,0.54,0.3284,39,114,153,hourly,14.0,June,Thursday,Panas,Berkabut/Berawan
3906,2011-06-16,2,0,6,0,4,1,2,0.7,0.6515,0.61,0.2985,32,127,159,hourly,15.0,June,Thursday,Panas,Berkabut/Berawan
3907,2011-06-16,2,0,6,0,4,1,3,0.66,0.6212,0.69,0.194,36,258,294,hourly,16.0,June,Thursday,Panas,Hujan/Salju Ringan
3908,2011-06-16,2,0,6,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,272,hourly,17.0,June,Thursday,Panas,Berkabut/Berawan
3909,2011-06-16,2,0,6,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325,hourly,18.0,June,Thursday,Panas,Cerah
3910,2011-06-16,2,0,6,0,4,1,1,0.62,0.5758,0.83,0.2836,58,269,327,hourly,19.0,June,Thursday,Panas,Cerah
3911,2011-06-16,2,0,6,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,201,hourly,20.0,June,Thursday,Panas,Cerah
3912,2011-06-16,2,0,6,0,4,1,3,0.62,0.5758,0.83,0.2537,34,154,188,hourly,21.0,June,Thursday,Panas,Hujan/Salju Ringan
3913,2011-06-16,2,0,6,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151,hourly,22.0,June,Thursday,Panas,Hujan/Salju Ringan
3914,2011-06-16,2,0,6,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16,hourly,23.0,June,Thursday,Panas,Hujan/Salju Ringan
3915,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.88,0.0896,3,21,24,hourly,0.0,June,Friday,Panas,Cerah
3916,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,23,hourly,1.0,June,Friday,Panas,Cerah
3917,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,13,hourly,2.0,June,Friday,Panas,Cerah
3918,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,6,hourly,3.0,June,Friday,Panas,Cerah
3919,2011-06-17,2,0,6,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,6,hourly,4.0,June,Friday,Panas,Cerah
3920,2011-06-17,2,0,6,0,5,1,1,0.54,0.5152,1.0,0.0,1,12,13,hourly,5.0,June,Friday,Panas,Cerah
3921,2011-06-17,2,0,6,0,5,1,1,0.56,0.5303,0.94,0.0,8,89,97,hourly,6.0,June,Friday,Panas,Cerah
3922,2011-06-17,2,0,6,0,5,1,1,0.6,0.5606,0.83,0.0,25,225,250,hourly,7.0,June,Friday,Panas,Cerah
3923,2011-06-17,2,0,6,0,5,1,2,0.6,0.5606,0.83,0.0,28,426,454,hourly,8.0,June,Friday,Panas,Berkabut/Berawan
3924,2011-06-17,2,0,6,0,5,1,1,0.7,0.6515,0.58,0.194,28,196,224,hourly,9.0,June,Friday,Panas,Cerah
3925,2011-06-17,2,0,6,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170,hourly,10.0,June,Friday,Panas,Cerah
3926,2011-06-17,2,0,6,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,181,hourly,11.0,June,Friday,Panas,Cerah
3927,2011-06-17,2,0,6,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243,hourly,12.0,June,Friday,Panas,Cerah
3928,2011-06-17,2,0,6,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204,hourly,13.0,June,Friday,Panas,Cerah
3929,2011-06-17,2,0,6,0,5,1,1,0.76,0.697,0.52,0.194,73,142,215,hourly,14.0,June,Friday,Panas,Cerah
3930,2011-06-17,2,0,6,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243,hourly,15.0,June,Friday,Panas,Cerah
3931,2011-06-17,2,0,6,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,355,hourly,16.0,June,Friday,Panas,Cerah
3932,2011-06-17,2,0,6,0,5,1,3,0.76,0.6818,0.4,0.194,85,467,552,hourly,17.0,June,Friday,Panas,Hujan/Salju Ringan
3933,2011-06-17,2,0,6,0,5,1,3,0.76,0.6818,0.4,0.194,62,388,450,hourly,18.0,June,Friday,Panas,Hujan/Salju Ringan
3934,2011-06-17,2,0,6,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,328,hourly,19.0,June,Friday,Panas,Hujan/Salju Ringan
3935,2011-06-17,2,0,6,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,232,hourly,20.0,June,Friday,Panas,Cerah
3936,2011-06-17,2,0,6,0,5,1,1,0.64,0.5909,0.78,0.0896,49,159,208,hourly,21.0,June,Friday,Panas,Cerah
3937,2011-06-17,2,0,6,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,175,hourly,22.0,June,Friday,Panas,Cerah
3938,2011-06-17,2,0,6,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,178,hourly,23.0,June,Friday,Panas,Cerah
3939,2011-06-18,2,0,6,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104,hourly,0.0,June,Saturday,Panas,Cerah
3940,2011-06-18,2,0,6,0,6,0,1,0.62,0.5758,0.83,0.1045,15,80,95,hourly,1.0,June,Saturday,Panas,Cerah
3941,2011-06-18,2,0,6,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,53,hourly,2.0,June,Saturday,Panas,Cerah
3942,2011-06-18,2,0,6,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,20,hourly,3.0,June,Saturday,Panas,Cerah
3943,2011-06-18,2,0,6,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5,hourly,4.0,June,Saturday,Panas,Cerah
3944,2011-06-18,2,0,6,0,6,0,1,0.62,0.5758,0.83,0.0,1,6,7,hourly,5.0,June,Saturday,Panas,Cerah
3945,2011-06-18,2,0,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27,hourly,6.0,June,Saturday,Panas,Cerah
3946,2011-06-18,2,0,6,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57,hourly,7.0,June,Saturday,Panas,Cerah
3947,2011-06-18,2,0,6,0,6,0,1,0.66,0.6061,0.78,0.0896,28,103,131,hourly,8.0,June,Saturday,Panas,Cerah
3948,2011-06-18,2,0,6,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218,hourly,9.0,June,Saturday,Panas,Cerah
3949,2011-06-18,2,0,6,0,6,0,1,0.72,0.6818,0.62,0.194,68,176,244,hourly,10.0,June,Saturday,Panas,Cerah
3950,2011-06-18,2,0,6,0,6,0,1,0.72,0.6818,0.62,0.1343,134,270,404,hourly,11.0,June,Saturday,Panas,Cerah
3951,2011-06-18,2,0,6,0,6,0,1,0.74,0.697,0.66,0.0896,162,258,420,hourly,12.0,June,Saturday,Panas,Cerah
3952,2011-06-18,2,0,6,0,6,0,1,0.76,0.697,0.55,0.0,135,192,327,hourly,13.0,June,Saturday,Panas,Cerah
3953,2011-06-18,2,0,6,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,334,hourly,14.0,June,Saturday,Panas,Berkabut/Berawan
3954,2011-06-18,2,0,6,0,6,0,2,0.82,0.7576,0.46,0.1343,153,214,367,hourly,15.0,June,Saturday,Panas,Berkabut/Berawan
3955,2011-06-18,2,0,6,0,6,0,2,0.76,0.697,0.52,0.2239,193,275,468,hourly,16.0,June,Saturday,Panas,Berkabut/Berawan
3956,2011-06-18,2,0,6,0,6,0,2,0.76,0.6818,0.48,0.1642,210,239,449,hourly,17.0,June,Saturday,Panas,Berkabut/Berawan
3957,2011-06-18,2,0,6,0,6,0,2,0.74,0.6818,0.55,0.194,118,263,381,hourly,18.0,June,Saturday,Panas,Berkabut/Berawan
3958,2011-06-18,2,0,6,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,326,hourly,19.0,June,Saturday,Panas,Berkabut/Berawan
3959,2011-06-18,2,0,6,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188,hourly,20.0,June,Saturday,Panas,Berkabut/Berawan
3960,2011-06-18,2,0,6,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183,hourly,21.0,June,Saturday,Panas,Berkabut/Berawan
3961,2011-06-18,2,0,6,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,161,hourly,22.0,June,Saturday,Panas,Berkabut/Berawan
3962,2011-06-18,2,0,6,0,6,0,2,0.72,0.6818,0.62,0.0,53,97,150,hourly,23.0,June,Saturday,Panas,Berkabut/Berawan
3963,2011-06-19,2,0,6,0,0,0,1,0.7,0.6515,0.65,0.0,18,71,89,hourly,0.0,June,Sunday,Panas,Cerah
3964,2011-06-19,2,0,6,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,76,hourly,1.0,June,Sunday,Panas,Berkabut/Berawan
3965,2011-06-19,2,0,6,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72,hourly,2.0,June,Sunday,Panas,Cerah
3966,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,30,hourly,3.0,June,Sunday,Panas,Berkabut/Berawan
3967,2011-06-19,2,0,6,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17,hourly,4.0,June,Sunday,Panas,Berkabut/Berawan
3968,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,19,hourly,5.0,June,Sunday,Panas,Berkabut/Berawan
3969,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22,33,hourly,6.0,June,Sunday,Panas,Berkabut/Berawan
3970,2011-06-19,2,0,6,0,0,0,2,0.66,0.6061,0.78,0.1642,35,36,71,hourly,7.0,June,Sunday,Panas,Berkabut/Berawan
3971,2011-06-19,2,0,6,0,0,0,3,0.68,0.6364,0.74,0.1045,25,59,84,hourly,8.0,June,Sunday,Panas,Hujan/Salju Ringan
3972,2011-06-19,2,0,6,0,0,0,2,0.68,0.6364,0.74,0.1045,58,111,169,hourly,9.0,June,Sunday,Panas,Berkabut/Berawan
3973,2011-06-19,2,0,6,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,244,hourly,10.0,June,Sunday,Panas,Berkabut/Berawan
3974,2011-06-19,2,0,6,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377,hourly,11.0,June,Sunday,Panas,Berkabut/Berawan
3975,2011-06-19,2,0,6,0,0,0,2,0.74,0.6818,0.55,0.0896,141,255,396,hourly,12.0,June,Sunday,Panas,Berkabut/Berawan
3976,2011-06-19,2,0,6,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,363,hourly,13.0,June,Sunday,Panas,Berkabut/Berawan
3977,2011-06-19,2,0,6,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317,hourly,14.0,June,Sunday,Panas,Hujan/Salju Ringan
3978,2011-06-19,2,0,6,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362,hourly,15.0,June,Sunday,Panas,Berkabut/Berawan
3979,2011-06-19,2,0,6,0,0,0,2,0.76,0.6818,0.48,0.0,121,257,378,hourly,16.0,June,Sunday,Panas,Berkabut/Berawan
3980,2011-06-19,2,0,6,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,397,hourly,17.0,June,Sunday,Panas,Cerah
3981,2011-06-19,2,0,6,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,296,hourly,18.0,June,Sunday,Panas,Berkabut/Berawan
3982,2011-06-19,2,0,6,0,0,0,1,0.72,0.6818,0.62,0.1343,94,217,311,hourly,19.0,June,Sunday,Panas,Cerah
3983,2011-06-19,2,0,6,0,0,0,1,0.7,0.6515,0.7,0.194,86,146,232,hourly,20.0,June,Sunday,Panas,Cerah
3984,2011-06-19,2,0,6,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167,hourly,21.0,June,Sunday,Panas,Cerah
3985,2011-06-19,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.2239,38,114,152,hourly,22.0,June,Sunday,Panas,Cerah
3986,2011-06-19,2,0,6,0,0,0,1,0.66,0.6061,0.78,0.194,14,78,92,hourly,23.0,June,Sunday,Panas,Cerah
3987,2011-06-20,2,0,6,0,1,1,1,0.66,0.6061,0.83,0.1642,7,19,26,hourly,0.0,June,Monday,Panas,Cerah
3988,2011-06-20,2,0,6,0,1,1,1,0.64,0.5758,0.89,0.0896,9,3,12,hourly,1.0,June,Monday,Panas,Cerah
3989,2011-06-20,2,0,6,0,1,1,1,0.64,0.5758,0.89,0.0896,2,0,2,hourly,2.0,June,Monday,Panas,Cerah
3990,2011-06-20,2,0,6,0,1,1,3,0.64,0.5758,0.89,0.0,1,0,1,hourly,3.0,June,Monday,Panas,Hujan/Salju Ringan
3991,2011-06-20,2,0,6,0,1,1,3,0.62,0.5606,0.88,0.1642,1,2,3,hourly,4.0,June,Monday,Panas,Hujan/Salju Ringan
3992,2011-06-20,2,0,6,0,1,1,3,0.62,0.5758,0.83,0.1343,0,3,3,hourly,5.0,June,Monday,Panas,Hujan/Salju Ringan
3993,2011-06-20,2,0,6,0,1,1,3,0.6,0.5758,0.78,0.1343,1,25,26,hourly,6.0,June,Monday,Panas,Hujan/Salju Ringan
3994,2011-06-20,2,0,6,0,1,1,3,0.56,0.5303,0.88,0.194,0,46,46,hourly,7.0,June,Monday,Panas,Hujan/Salju Ringan
3995,2011-06-20,2,0,6,0,1,1,3,0.56,0.5303,0.83,0.194,12,209,221,hourly,8.0,June,Monday,Panas,Hujan/Salju Ringan
3996,2011-06-20,2,0,6,0,1,1,2,0.6,0.5758,0.78,0.2537,19,200,219,hourly,9.0,June,Monday,Panas,Berkabut/Berawan
3997,2011-06-20,2,0,6,0,1,1,2,0.6,0.5758,0.78,0.2537,33,58,91,hourly,10.0,June,Monday,Panas,Berkabut/Berawan
3998,2011-06-20,2,0,6,0,1,1,2,0.6,0.5758,0.78,0.1045,27,67,94,hourly,11.0,June,Monday,Panas,Berkabut/Berawan
3999,2011-06-20,2,0,6,0,1,1,2,0.62,0.6061,0.69,0.1045,33,129,162,hourly,12.0,June,Monday,Panas,Berkabut/Berawan
4000,2011-06-20,2,0,6,0,1,1,1,0.64,0.6061,0.65,0.1045,50,129,179,hourly,13.0,June,Monday,Panas,Cerah
4001,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.61,0.1045,45,130,175,hourly,14.0,June,Monday,Panas,Cerah
4002,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.61,0.1343,66,139,205,hourly,15.0,June,Monday,Panas,Cerah
4003,2011-06-20,2,0,6,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299,hourly,16.0,June,Monday,Panas,Cerah
4004,2011-06-20,2,0,6,0,1,1,1,0.7,0.6515,0.54,0.0,81,484,565,hourly,17.0,June,Monday,Panas,Cerah
4005,2011-06-20,2,0,6,0,1,1,1,0.7,0.6515,0.61,0.2537,64,474,538,hourly,18.0,June,Monday,Panas,Cerah
4006,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.65,0.2239,62,369,431,hourly,19.0,June,Monday,Panas,Cerah
4007,2011-06-20,2,0,6,0,1,1,1,0.66,0.6212,0.69,0.2239,52,264,316,hourly,20.0,June,Monday,Panas,Cerah
4008,2011-06-20,2,0,6,0,1,1,1,0.64,0.6061,0.73,0.1642,39,167,206,hourly,21.0,June,Monday,Panas,Cerah
4009,2011-06-20,2,0,6,0,1,1,2,0.64,0.6061,0.73,0.2239,24,106,130,hourly,22.0,June,Monday,Panas,Berkabut/Berawan
4010,2011-06-20,2,0,6,0,1,1,1,0.62,0.5909,0.78,0.2537,10,50,60,hourly,23.0,June,Monday,Panas,Cerah
4011,2011-06-21,3,0,6,0,2,1,1,0.62,0.5909,0.78,0.1642,10,23,33,hourly,0.0,June,Tuesday,Gugur,Cerah
4012,2011-06-21,3,0,6,0,2,1,3,0.62,0.5909,0.78,0.1642,2,12,14,hourly,1.0,June,Tuesday,Gugur,Hujan/Salju Ringan
4013,2011-06-21,3,0,6,0,2,1,3,0.62,0.5758,0.83,0.1642,1,5,6,hourly,2.0,June,Tuesday,Gugur,Hujan/Salju Ringan
4014,2011-06-21,3,0,6,0,2,1,3,0.62,0.5758,0.83,0.1642,0,2,2,hourly,3.0,June,Tuesday,Gugur,Hujan/Salju Ringan
4015,2011-06-21,3,0,6,0,2,1,2,0.6,0.5455,0.88,0.1045,2,7,9,hourly,4.0,June,Tuesday,Gugur,Berkabut/Berawan
4016,2011-06-21,3,0,6,0,2,1,2,0.6,0.5455,0.88,0.1343,3,22,25,hourly,5.0,June,Tuesday,Gugur,Berkabut/Berawan
4017,2011-06-21,3,0,6,0,2,1,2,0.6,0.5455,0.88,0.1343,8,107,115,hourly,6.0,June,Tuesday,Gugur,Berkabut/Berawan
4018,2011-06-21,3,0,6,0,2,1,2,0.6,0.5152,0.94,0.0,21,288,309,hourly,7.0,June,Tuesday,Gugur,Berkabut/Berawan
4019,2011-06-21,3,0,6,0,2,1,2,0.62,0.5606,0.88,0.1045,33,368,401,hourly,8.0,June,Tuesday,Gugur,Berkabut/Berawan
4020,2011-06-21,3,0,6,0,2,1,2,0.62,0.5606,0.88,0.2537,32,243,275,hourly,9.0,June,Tuesday,Gugur,Berkabut/Berawan
4021,2011-06-21,3,0,6,0,2,1,2,0.64,0.5758,0.83,0.194,41,120,161,hourly,10.0,June,Tuesday,Gugur,Berkabut/Berawan
4022,2011-06-21,3,0,6,0,2,1,1,0.66,0.6061,0.83,0.1642,52,119,171,hourly,11.0,June,Tuesday,Gugur,Cerah
4023,2011-06-21,3,0,6,0,2,1,1,0.7,0.6667,0.74,0.1642,40,149,189,hourly,12.0,June,Tuesday,Gugur,Cerah
4024,2011-06-21,3,0,6,0,2,1,1,0.74,0.697,0.66,0.1642,49,158,207,hourly,13.0,June,Tuesday,Gugur,Cerah
4025,2011-06-21,3,0,6,0,2,1,1,0.76,0.7121,0.62,0.2239,44,108,152,hourly,14.0,June,Tuesday,Gugur,Cerah
4026,2011-06-21,3,0,6,0,2,1,1,0.78,0.7424,0.59,0.2537,42,128,170,hourly,15.0,June,Tuesday,Gugur,Cerah
4027,2011-06-21,3,0,6,0,2,1,1,0.8,0.7727,0.59,0.2239,62,273,335,hourly,16.0,June,Tuesday,Gugur,Cerah
4028,2011-06-21,3,0,6,0,2,1,1,0.78,0.7576,0.66,0.2239,65,507,572,hourly,17.0,June,Tuesday,Gugur,Cerah
4029,2011-06-21,3,0,6,0,2,1,2,0.76,0.7273,0.7,0.2537,67,469,536,hourly,18.0,June,Tuesday,Gugur,Berkabut/Berawan
4030,2011-06-21,3,0,6,0,2,1,2,0.74,0.7121,0.74,0.2239,67,358,425,hourly,19.0,June,Tuesday,Gugur,Berkabut/Berawan
4031,2011-06-21,3,0,6,0,2,1,3,0.74,0.697,0.7,0.2239,72,254,326,hourly,20.0,June,Tuesday,Gugur,Hujan/Salju Ringan
4032,2011-06-21,3,0,6,0,2,1,1,0.72,0.697,0.74,0.194,38,191,229,hourly,21.0,June,Tuesday,Gugur,Cerah
4033,2011-06-21,3,0,6,0,2,1,1,0.7,0.6667,0.79,0.1045,12,97,109,hourly,22.0,June,Tuesday,Gugur,Cerah
4034,2011-06-21,3,0,6,0,2,1,1,0.7,0.6667,0.74,0.1045,11,53,64,hourly,23.0,June,Tuesday,Gugur,Cerah
4035,2011-06-22,3,0,6,0,3,1,1,0.66,0.6061,0.78,0.194,15,18,33,hourly,0.0,June,Wednesday,Gugur,Cerah
4036,2011-06-22,3,0,6,0,3,1,1,0.66,0.6061,0.78,0.1343,2,19,21,hourly,1.0,June,Wednesday,Gugur,Cerah
4037,2011-06-22,3,0,6,0,3,1,1,0.66,0.6061,0.78,0.0,2,5,7,hourly,2.0,June,Wednesday,Gugur,Cerah
4038,2011-06-22,3,0,6,0,3,1,1,0.66,0.6061,0.78,0.1343,0,7,7,hourly,3.0,June,Wednesday,Gugur,Cerah
4039,2011-06-22,3,0,6,0,3,1,1,0.64,0.5758,0.83,0.0,3,8,11,hourly,4.0,June,Wednesday,Gugur,Cerah
4040,2011-06-22,3,0,6,0,3,1,1,0.64,0.5758,0.89,0.0,2,21,23,hourly,5.0,June,Wednesday,Gugur,Cerah
4041,2011-06-22,3,0,6,0,3,1,1,0.66,0.6061,0.83,0.0,12,110,122,hourly,6.0,June,Wednesday,Gugur,Cerah
4042,2011-06-22,3,0,6,0,3,1,1,0.7,0.6667,0.79,0.0,23,288,311,hourly,7.0,June,Wednesday,Gugur,Cerah
4043,2011-06-22,3,0,6,0,3,1,1,0.72,0.697,0.74,0.1045,27,396,423,hourly,8.0,June,Wednesday,Gugur,Cerah
4044,2011-06-22,3,0,6,0,3,1,1,0.72,0.697,0.79,0.1642,14,205,219,hourly,9.0,June,Wednesday,Gugur,Cerah
4045,2011-06-22,3,0,6,0,3,1,1,0.74,0.697,0.7,0.2537,31,104,135,hourly,10.0,June,Wednesday,Gugur,Cerah
4046,2011-06-22,3,0,6,0,3,1,1,0.74,0.697,0.7,0.1642,37,108,145,hourly,11.0,June,Wednesday,Gugur,Cerah
4047,2011-06-22,3,0,6,0,3,1,2,0.8,0.7727,0.59,0.2239,44,144,188,hourly,12.0,June,Wednesday,Gugur,Berkabut/Berawan
4048,2011-06-22,3,0,6,0,3,1,2,0.82,0.7879,0.56,0.2537,34,113,147,hourly,13.0,June,Wednesday,Gugur,Berkabut/Berawan
